Order ID,Order Date,Product ID,Product Category,Buyer Gender,Buyer Age,Order Location,International Shipping,Sales Price,Shipping Charges,Sales per Unit,Quantity,Total Sales,Rating,Review
169590,2023-12-02,BF1546,Clothing,Female,35,Cleveland,No,118,0,118,4,472,4,Exquisite craftsmanship here is absolutely appreciated.
172697,2023-11-16,BF1551,Ornaments,Male,34,Las Vegas,No,15,0,15,1,15,3,Had slight delays but the product was in good shape.
130779,2024-08-03,BF1548,Clothing,Female,18,Cleveland,No,65,0,65,2,130,3,Expected much better
152864,2023-11-12,BF1551,Ornaments,Male,32,Portland,No,15,0,15,1,15,4,The product was delivered quickly.
122419,2024-04-10,BF1551,Ornaments,Male,33,Portland,No,15,0,15,1,15,4,Lack of delivery delays is greatly appreciated.
155500,2024-02-05,BF1551,Ornaments,Female,27,Paris,Yes,15,50,65,1,65,5,Incredible detailing was clearly evident.
175860,2024-07-24,BF1551,Ornaments,Female,21,Miami,No,15,0,15,2,30,5,The Product exhibits good design.
186716,2023-12-11,BF1551,Ornaments,Female,19,New York,No,15,0,15,4,60,4,The product was affordable here compared to other brands.
187116,2024-02-26,BF1546,Clothing,Female,31,Memphis,No,118,0,118,1,118,4,Great design is one of the major positives of this product.
121074,2024-05-13,BF1550,Clothing,Male,35,Cleveland,No,97,0,97,1,97,1,Waste of Money.
173964,2024-05-22,BF1549,Clothing,Male,28,Detroit,No,130,0,130,2,260,1,"Unfortunately, the delivery was late."
145870,2024-01-22,BF1550,Clothing,Male,18,Cardiff,Yes,97,40,137,2,274,4,Premium quality as usual.
136732,2024-06-12,BF1544,Other,Male,26,Cardiff,Yes,9,40,49,2,98,5,Incredible detailing was clearly evident.
191495,2023-12-14,BF1546,Clothing,Female,21,Glasgow,Yes,118,40,158,3,474,3,The handling was questionable but incurred only minute damages.
169331,2024-03-20,BF1545,Other,Female,23,San Francisco,No,10,0,10,2,20,3,It was ok.
151140,2023-12-10,BF1551,Ornaments,Male,29,Detroit,No,15,0,15,2,30,3,The handling was questionable but incurred only minute damages.
187087,2023-11-21,BF1551,Ornaments,Male,35,Detroit,No,15,0,15,1,15,4,The product was affordable here compared to other brands.
131554,2024-10-20,BF1551,Ornaments,Male,23,Pittsburgh,No,15,0,15,1,15,3,Had slight delays but the product was in good shape.
123826,2024-05-08,BF1549,Clothing,Male,21,Miami,No,130,0,130,1,130,1,The product had poor quality.
135782,2024-03-14,BF1554,Ornaments,Female,27,Portland,No,20,0,20,1,20,4,The product was delivered quickly.
123608,2024-07-28,BF1548,Clothing,Male,33,Cleveland,No,65,0,65,1,65,5,The Product exhibits good design.
123848,2024-03-24,BF1551,Ornaments,Male,20,Detroit,No,15,0,15,1,15,4,Exquisite craftsmanship here is absolutely appreciated.
165876,2024-07-18,BF1545,Other,Female,18,Detroit,No,10,0,10,1,10,5,The product had excellent quality.
192958,2023-11-20,BF1551,Ornaments,Male,34,Las Vegas,No,15,0,15,2,30,4,Lack of delivery delays is greatly appreciated.
169192,2024-09-29,BF1551,Ornaments,Male,30,Detroit,No,15,0,15,1,15,5,Great design is one of the major positives of this product.
158535,2024-01-05,BF1552,Ornaments,Female,28,Cardiff,Yes,45,40,85,3,255,2,Careless handling by the delivery team.
147567,2024-06-27,BF1547,Ornaments,Male,23,Detroit,No,32,0,32,2,64,5,The product was affordable here compared to other brands.
137542,2023-12-22,BF1555,Other,Female,25,Austin,No,23,0,23,1,23,4,The delivery team handled the product with care.
196642,2024-01-10,BF1548,Clothing,Male,25,New York,No,65,0,65,2,130,4,Exquisite craftsmanship here is absolutely appreciated.
186569,2024-10-24,BF1550,Clothing,Male,32,Detroit,No,97,0,97,5,485,5,Lack of delivery delays is greatly appreciated.
194909,2023-11-13,BF1552,Ornaments,Female,25,San Antonio,No,45,0,45,2,90,1,The promotion quality does not match the product
170579,2024-03-08,BF1544,Other,Male,27,San Antonio,No,9,0,9,1,9,3,Had slight delays but the product was in good shape.
138353,2023-11-24,BF1546,Clothing,Female,21,Detroit,No,118,0,118,1,118,1,Careless handling by the delivery team.
199565,2024-06-13,BF1555,Other,Female,20,San Antonio,No,23,0,23,2,46,3,The handling was questionable but incurred only minute damages.
147676,2024-07-31,BF1551,Ornaments,Male,34,New York,No,15,0,15,5,75,5,The Product exhibits good design.
138964,2024-08-12,BF1544,Other,Male,29,New Delhi,Yes,9,70,79,1,79,5,The delivery team handled the product with care.
141276,2024-10-28,BF1549,Clothing,Male,18,New Jersey,No,130,0,130,1,130,3,It was ok.
181005,2024-03-22,BF1549,Clothing,Female,25,Toronto,Yes,130,25,155,1,155,4,Great design is one of the major positives of this product.
149143,2024-06-01,BF1554,Ornaments,Female,23,Las Vegas,No,20,0,20,1,20,4,The product had excellent quality.
171098,2024-09-25,BF1550,Clothing,Female,25,Sacramento,No,97,0,97,1,97,4,The product had excellent quality.
191971,2024-02-23,BF1552,Ornaments,Male,31,Miami,No,45,0,45,4,180,4,The product was affordable here compared to other brands.
153977,2024-02-01,BF1555,Other,Male,32,New Jersey,No,23,0,23,1,23,5,The Product exhibits good design.
175759,2023-11-24,BF1545,Other,Male,28,Las Vegas,No,10,0,10,3,30,5,Discount deals was greatly appreciated.
153093,2023-11-14,BF1544,Other,Male,19,London,Yes,9,40,49,2,98,5,Discount deals was greatly appreciated.
134449,2024-09-24,BF1548,Clothing,Female,26,Portland,No,65,0,65,1,65,2,"Unfortunately, the delivery was late."
139314,2024-05-28,BF1543,Clothing,Male,31,Mumbai,Yes,100,70,170,1,170,4,Lack of delivery delays is greatly appreciated.
199994,2024-10-30,BF1553,Ornaments,Male,18,Las Vegas,No,50,0,50,3,150,5,Lack of delivery delays is greatly appreciated.
130113,2024-09-22,BF1544,Other,Female,18,New York,No,9,0,9,1,9,4,Discount deals was greatly appreciated.
170515,2024-04-03,BF1548,Clothing,Male,30,Sacramento,No,65,0,65,1,65,4,Lack of delivery delays is greatly appreciated.
153570,2024-08-31,BF1543,Clothing,Male,35,Memphis,No,100,0,100,1,100,3,It was ok.
146290,2024-08-30,BF1545,Other,Male,29,San Francisco,No,10,0,10,3,30,5,The delivery team handled the product with care.
168381,2024-04-04,BF1544,Other,Male,19,Memphis,No,9,0,9,3,27,4,The delivery team handled the product with care.
165081,2023-11-13,BF1550,Clothing,Female,26,Glasgow,Yes,97,40,137,2,274,3,Average product
183974,2024-10-07,BF1545,Other,Male,34,Cleveland,No,10,0,10,2,20,3,Not as expected.
125537,2024-01-16,BF1548,Clothing,Male,29,Memphis,No,65,0,65,2,130,2,Careless handling by the delivery team.
191604,2024-09-17,BF1545,Other,Male,35,Miami,No,10,0,10,1,10,2,There is clear evidence of subpar detailing.
189849,2024-02-08,BF1547,Ornaments,Male,31,Portland,No,32,0,32,2,64,5,Great design is one of the major positives of this product.
127493,2024-08-28,BF1545,Other,Male,29,Pittsburgh,No,10,0,10,5,50,4,The product was affordable here compared to other brands.
124056,2023-11-18,BF1547,Ornaments,Female,18,Sacramento,No,32,0,32,1,32,5,Great design is one of the major positives of this product.
199100,2024-02-04,BF1544,Other,Male,35,Las Vegas,No,9,0,9,1,9,5,Premium quality as usual.
185431,2024-02-27,BF1551,Ornaments,Female,26,Dublin,Yes,15,40,55,1,55,5,Exquisite craftsmanship here is absolutely appreciated.
155300,2024-09-12,BF1551,Ornaments,Female,22,Manchester,Yes,15,40,55,5,275,1,Clear delays in delivery.
140731,2023-12-12,BF1550,Clothing,Female,30,Toronto,Yes,97,25,122,1,122,3,Had slight delays but the product was in good shape.
166773,2023-11-12,BF1554,Ornaments,Female,24,Austin,No,20,0,20,2,40,2,Waste of Money.
186643,2023-12-20,BF1548,Clothing,Male,24,Sacramento,No,65,0,65,1,65,5,Exquisite craftsmanship here is absolutely appreciated.
182192,2024-02-02,BF1546,Clothing,Male,27,Memphis,No,118,0,118,1,118,4,Lack of delivery delays is greatly appreciated.
196273,2024-08-19,BF1548,Clothing,Female,26,London,Yes,65,40,105,1,105,4,Incredible detailing was clearly evident.
126824,2024-05-02,BF1551,Ornaments,Male,29,Portland,No,15,0,15,5,75,5,Discount deals was greatly appreciated.
148399,2024-01-06,BF1547,Ornaments,Male,33,Sacramento,No,32,0,32,1,32,5,Premium quality as usual.
146753,2024-02-25,BF1553,Ornaments,Male,30,San Antonio,No,50,0,50,2,100,1,Never buying from here again.
148705,2024-01-04,BF1549,Clothing,Male,29,Toronto,Yes,130,25,155,1,155,4,The product had excellent quality.
166666,2023-11-10,BF1545,Other,Female,35,Dublin,Yes,10,40,50,1,50,3,Average product
182416,2023-12-18,BF1555,Other,Female,32,New Delhi,Yes,23,70,93,2,186,4,Great design is one of the major positives of this product.
158629,2024-05-14,BF1552,Ornaments,Female,32,New York,No,45,0,45,1,45,4,Discount deals was greatly appreciated.
158850,2024-08-25,BF1548,Clothing,Male,28,Glasgow,Yes,65,40,105,1,105,4,Incredible detailing was clearly evident.
128193,2024-05-10,BF1551,Ornaments,Male,23,Cleveland,No,15,0,15,2,30,5,Incredible detailing was clearly evident.
191979,2024-07-25,BF1554,Ornaments,Male,35,Cleveland,No,20,0,20,1,20,2,There is clear evidence of subpar detailing.
140154,2023-11-19,BF1544,Other,Male,18,London,Yes,9,40,49,1,49,5,Lack of delivery delays is greatly appreciated.
127437,2024-06-08,BF1544,Other,Male,23,San Antonio,No,9,0,9,1,9,3,It was ok.
194812,2024-02-08,BF1548,Clothing,Female,34,Miami,No,65,0,65,4,260,5,Great design is one of the major positives of this product.
199077,2024-03-24,BF1544,Other,Male,23,Memphis,No,9,0,9,1,9,5,Lack of delivery delays is greatly appreciated.
134543,2024-08-01,BF1543,Clothing,Male,20,New Delhi,Yes,100,70,170,4,680,5,The Product exhibits good design.
177295,2024-04-05,BF1548,Clothing,Female,24,Manchester,Yes,65,40,105,2,210,5,Exquisite craftsmanship here is absolutely appreciated.
195115,2024-05-25,BF1543,Clothing,Male,18,Liverpool,Yes,100,40,140,2,280,4,The product was affordable here compared to other brands.
134487,2024-03-19,BF1551,Ornaments,Male,22,Austin,No,15,0,15,4,60,5,The product was affordable here compared to other brands.
161617,2024-05-01,BF1553,Ornaments,Male,28,New York,No,50,0,50,4,200,4,Lack of delivery delays is greatly appreciated.
123244,2023-11-30,BF1551,Ornaments,Male,34,Pittsburgh,No,15,0,15,3,45,3,Not as expected.
124180,2024-04-29,BF1548,Clothing,Male,22,Detroit,No,65,0,65,2,130,4,The product was affordable here compared to other brands.
199233,2024-05-16,BF1548,Clothing,Male,31,Miami,No,65,0,65,1,65,5,Lack of delivery delays is greatly appreciated.
167366,2023-12-26,BF1550,Clothing,Female,25,San Antonio,No,97,0,97,4,388,5,Discount deals was greatly appreciated.
136897,2024-05-20,BF1552,Ornaments,Male,29,San Antonio,No,45,0,45,2,90,2,"Unfortunately, the delivery was late."
196235,2024-02-24,BF1548,Clothing,Male,29,New York,No,65,0,65,5,325,5,Premium quality as usual.
121457,2024-10-23,BF1551,Ornaments,Male,18,Paris,Yes,15,50,65,1,65,4,Lack of delivery delays is greatly appreciated.
197590,2024-01-20,BF1543,Clothing,Male,19,Portland,No,100,0,100,3,300,3,Had slight delays but the product was in good shape.
149173,2024-07-05,BF1545,Other,Female,23,New York,No,10,0,10,1,10,4,The delivery team handled the product with care.
150160,2024-06-25,BF1551,Ornaments,Female,20,San Antonio,No,15,0,15,1,15,4,The Product exhibits good design.
197758,2024-03-15,BF1546,Clothing,Male,33,San Antonio,No,118,0,118,1,118,5,The product was delivered quickly.
151631,2024-05-01,BF1551,Ornaments,Male,26,Portland,No,15,0,15,1,15,2,The promotion quality does not match the product
194418,2024-09-02,BF1548,Clothing,Male,30,Miami,No,65,0,65,4,260,4,Discount deals was greatly appreciated.
183753,2024-03-30,BF1554,Ornaments,Female,31,Cardiff,Yes,20,40,60,4,240,4,Incredible detailing was clearly evident.
154579,2024-03-27,BF1550,Clothing,Male,35,Glasgow,Yes,97,40,137,2,274,5,Incredible detailing was clearly evident.
177667,2024-08-20,BF1552,Ornaments,Male,22,San Francisco,No,45,0,45,3,135,3,Had slight delays but the product was in good shape.
183737,2023-12-19,BF1551,Ornaments,Male,34,Austin,No,15,0,15,4,60,3,Had slight delays but the product was in good shape.
181320,2024-05-31,BF1551,Ornaments,Male,23,Montreal,Yes,15,25,40,1,40,2,The product had an underwhelming design.
166728,2024-01-25,BF1547,Ornaments,Male,29,Memphis,No,32,0,32,1,32,3,Average product
180784,2023-11-22,BF1552,Ornaments,Male,28,Manchester,Yes,45,40,85,1,85,5,Great design is one of the major positives of this product.
145855,2024-06-26,BF1548,Clothing,Female,22,Dublin,Yes,65,40,105,1,105,3,The handling was questionable but incurred only minute damages.
122636,2024-04-18,BF1553,Ornaments,Male,29,Portland,No,50,0,50,1,50,5,Lack of delivery delays is greatly appreciated.
153495,2024-05-05,BF1545,Other,Male,28,Pittsburgh,No,10,0,10,1,10,4,The product had excellent quality.
195640,2024-04-28,BF1551,Ornaments,Male,21,Cleveland,No,15,0,15,3,45,1,The product had an underwhelming design.
122077,2024-10-16,BF1551,Ornaments,Male,25,Portland,No,15,0,15,1,15,5,Great design is one of the major positives of this product.
192918,2024-08-09,BF1554,Ornaments,Male,18,Portland,No,20,0,20,1,20,4,Discount deals was greatly appreciated.
188553,2024-03-28,BF1549,Clothing,Male,33,Detroit,No,130,0,130,1,130,4,The product had excellent quality.
171654,2024-06-21,BF1548,Clothing,Male,32,San Antonio,No,65,0,65,2,130,4,Great design is one of the major positives of this product.
167856,2024-05-25,BF1543,Clothing,Male,22,New Jersey,No,100,0,100,1,100,5,The delivery team handled the product with care.
156566,2023-11-20,BF1550,Clothing,Male,21,Miami,No,97,0,97,1,97,3,Had slight delays but the product was in good shape.
124563,2023-12-29,BF1548,Clothing,Male,27,Paris,Yes,65,50,115,1,115,4,Premium quality as usual.
122527,2024-05-30,BF1545,Other,Female,22,Detroit,No,10,0,10,1,10,5,Great design is one of the major positives of this product.
132714,2024-04-01,BF1548,Clothing,Male,25,Sacramento,No,65,0,65,1,65,1,Waste of Money.
160595,2023-12-06,BF1543,Clothing,Male,25,Portland,No,100,0,100,1,100,3,Nothing too special.
150539,2024-06-26,BF1549,Clothing,Male,20,Las Vegas,No,130,0,130,1,130,2,There is clear evidence of subpar detailing.
179061,2024-02-07,BF1550,Clothing,Male,35,Sacramento,No,97,0,97,1,97,3,The handling was questionable but incurred only minute damages.
155374,2024-05-01,BF1548,Clothing,Male,21,San Francisco,No,65,0,65,1,65,4,The product was delivered quickly.
156992,2024-07-28,BF1545,Other,Male,27,Cardiff,Yes,10,40,50,3,150,4,The product had excellent quality.
180627,2024-02-25,BF1547,Ornaments,Male,22,New Delhi,Yes,32,70,102,1,102,5,Incredible detailing was clearly evident.
132929,2024-07-20,BF1548,Clothing,Male,25,Las Vegas,No,65,0,65,1,65,4,Incredible detailing was clearly evident.
169686,2024-09-06,BF1548,Clothing,Male,18,Miami,No,65,0,65,2,130,4,The product was affordable here compared to other brands.
125304,2024-06-14,BF1548,Clothing,Male,28,San Antonio,No,65,0,65,1,65,3,The handling was questionable but incurred only minute damages.
132537,2024-03-29,BF1551,Ornaments,Female,31,New York,No,15,0,15,3,45,5,Discount deals was greatly appreciated.
142468,2024-05-04,BF1552,Ornaments,Female,33,Las Vegas,No,45,0,45,2,90,5,The product was delivered quickly.
170125,2024-09-09,BF1553,Ornaments,Male,24,Manchester,Yes,50,40,90,1,90,5,The product had excellent quality.
193227,2024-05-30,BF1551,Ornaments,Male,27,New York,No,15,0,15,2,30,5,The product had excellent quality.
134411,2024-07-13,BF1543,Clothing,Male,32,Cleveland,No,100,0,100,1,100,5,Premium quality as usual.
175881,2024-05-30,BF1545,Other,Male,22,Memphis,No,10,0,10,1,10,5,The delivery team handled the product with care.
159414,2024-04-22,BF1548,Clothing,Male,33,Cleveland,No,65,0,65,2,130,5,The product had excellent quality.
155137,2023-12-06,BF1544,Other,Female,22,Paris,Yes,9,50,59,2,118,2,Clear delays in delivery.
174788,2024-05-16,BF1543,Clothing,Male,25,Pittsburgh,No,100,0,100,1,100,4,Discount deals was greatly appreciated.
182604,2024-04-19,BF1554,Ornaments,Male,21,San Francisco,No,20,0,20,1,20,3,Expected much better
186493,2024-05-04,BF1543,Clothing,Male,24,New Jersey,No,100,0,100,4,400,4,The Product exhibits good design.
125592,2024-09-10,BF1544,Other,Male,33,Liverpool,Yes,9,40,49,1,49,5,Incredible detailing was clearly evident.
174567,2024-04-12,BF1543,Clothing,Female,30,San Francisco,No,100,0,100,4,400,1,The product had an underwhelming design.
177508,2024-09-18,BF1547,Ornaments,Male,25,Austin,No,32,0,32,1,32,4,Lack of delivery delays is greatly appreciated.
131784,2024-08-09,BF1544,Other,Female,30,Portland,No,9,0,9,1,9,4,The Product exhibits good design.
152883,2024-08-31,BF1544,Other,Female,32,Cardiff,Yes,9,40,49,4,196,5,The delivery team handled the product with care.
127588,2023-11-29,BF1551,Ornaments,Female,28,San Antonio,No,15,0,15,1,15,5,Great design is one of the major positives of this product.
163608,2024-03-05,BF1550,Clothing,Male,31,Memphis,No,97,0,97,1,97,1,The product is not as advertised.
159392,2024-02-26,BF1555,Other,Male,34,Memphis,No,23,0,23,1,23,1,The promotion quality does not match the product
157659,2024-01-27,BF1545,Other,Male,20,San Antonio,No,10,0,10,1,10,5,The product was delivered quickly.
152161,2024-03-25,BF1543,Clothing,Male,26,San Francisco,No,100,0,100,2,200,4,Incredible detailing was clearly evident.
138323,2024-02-03,BF1543,Clothing,Male,26,Austin,No,100,0,100,2,200,4,The product was delivered quickly.
145046,2024-05-30,BF1548,Clothing,Male,27,San Francisco,No,65,0,65,1,65,4,Lack of delivery delays is greatly appreciated.
162525,2024-02-08,BF1546,Clothing,Male,23,Portland,No,118,0,118,2,236,4,Exquisite craftsmanship here is absolutely appreciated.
